"COUNTRY","Country","DAGEGR","Age groups","DSEX","Gender","DSTATUS","Status of population","YEAR","Year","Value","Flag Codes","Flags"
"KOR","Korea","900000","All ages","1","Males","90","All population","2004","2004",24228209.01,,
"KOR","Korea","900000","All ages","1","Males","90","All population","2005","2005",24190906,,
"KOR","Korea","900000","All ages","1","Males","90","All population","2006","2006",24267609,,
"KOR","Korea","900000","All ages","1","Males","90","All population","2007","2007",24344276,,
"KOR","Korea","900000","All ages","1","Males","90","All population","2008","2008",24415883,,
"KOR","Korea","900000","All ages","1","Males","90","All population","2009","2009",24481480,,
"KOR","Korea","900000","All ages","1","Males","90","All population","2010","2010",24540316,,
"KOR","Korea","900000","All ages","1","Males","90","All population","2011","2011",24942339,,
"KOR","Korea","900000","All ages","1","Males","90","All population","2012","2012",25039557,,
"KOR","Korea","900000","All ages","2","Females","90","All population","2002","2002",23655780,,
"KOR","Korea","900000","All ages","2","Females","90","All population","2003","2003",23799133,,
"KOR","Korea","900000","All ages","2","Females","90","All population","2004","2004",23853954,,
"KOR","Korea","900000","All ages","2","Females","90","All population","2005","2005",23947171,,
"KOR","Korea","900000","All ages","2","Females","90","All population","2006","2006",24029575,,
"KOR","Korea","900000","All ages","2","Females","90","All population","2007","2007",24112093,,
"KOR","Korea","900000","All ages","2","Females","90","All population","2008","2008",24190904,,
"KOR","Korea","900000","All ages","2","Females","90","All population","2009","2009",24265213,,
"KOR","Korea","900000","All ages","2","Females","90","All population","2010","2010",24334223,,
"KOR","Korea","900000","All ages","2","Females","90","All population","2011","2011",24837101,,
"KOR","Korea","900000","All ages","2","Females","90","All population","2012","2012",24964884,,
"LUX","Luxembourg","900000","All ages","1","Males","90","All population","2002","2002",218820,,
"LUX","Luxembourg","900000","All ages","1","Males","90","All population","2003","2003",221009,,
"LUX","Luxembourg","900000","All ages","1","Males","90","All population","2004","2004",223020,,
"LUX","Luxembourg","900000","All ages","1","Males","90","All population","2005","2005",224740,,
"LUX","Luxembourg","900000","All ages","1","Males","90","All population","2006","2006",232100,,
"LUX","Luxembourg","900000","All ages","1","Males","90","All population","2007","2007",235792,,
"LUX","Luxembourg","900000","All ages","1","Males","90","All population","2008","2008",239607,,
"LUX","Luxembourg","900000","All ages","1","Males","90","All population","2009","2009",244835,,
"LUX","Luxembourg","900000","All ages","1","Males","90","All population","2010","2010",249406,,
"LUX","Luxembourg","900000","All ages","1","Males","90","All population","2011","2011",254619,,
"LUX","Luxembourg","900000","All ages","1","Males","90","All population","2012","2012",261820,,
"LUX","Luxembourg","900000","All ages","2","Females","90","All population","2002","2002",225230,,
"LUX","Luxembourg","900000","All ages","2","Females","90","All population","2003","2003",227291,,
"LUX","Luxembourg","900000","All ages","2","Females","90","All population","2004","2004",228580,,
"LUX","Luxembourg","900000","All ages","2","Females","90","All population","2005","2005",230260,,
"LUX","Luxembourg","900000","All ages","2","Females","90","All population","2006","2006",236986,,
"LUX","Luxembourg","900000","All ages","2","Females","90","All population","2007","2007",240395,,
"LUX","Luxembourg","900000","All ages","2","Females","90","All population","2008","2008",244192,,
"LUX","Luxembourg","900000","All ages","2","Females","90","All population","2009","2009",248665,,
"LUX","Luxembourg","900000","All ages","2","Females","90","All population","2010","2010",252660,,
"LUX","Luxembourg","900000","All ages","2","Females","90","All population","2011","2011",257221,,
"LUX","Luxembourg","900000","All ages","2","Females","90","All population","2012","2012",263033,,
"MEX","Mexico","900000","All ages","1","Males","90","All population","2002","2002",50683083,,
"MEX","Mexico","900000","All ages","1","Males","90","All population","2003","2003",51274171,,
"MEX","Mexico","900000","All ages","1","Males","90","All population","2004","2004",51844576,,
"MEX","Mexico","900000","All ages","1","Males","90","All population","2005","2005",50814582,,
"MEX","Mexico","900000","All ages","1","Males","90","All population","2006","2006",51238427,,
"MEX","Mexico","900000","All ages","1","Males","90","All population","2007","2007",51654642,,
"MEX","Mexico","900000","All ages","1","Males","90","All population","2008","2008",52066743,,
"MEX","Mexico","900000","All ages","1","Males","90","All population","2009","2009",52466262,,
"MEX","Mexico","900000","All ages","1","Males","90","All population","2010","2010",52853788,,
"MEX","Mexico","900000","All ages","1","Males","90","All population","2011","2011",53229849,,
"MEX","Mexico","900000","All ages","1","Males","90","All population","2012","2012",56519797.55,,
"MEX","Mexico","900000","All ages","2","Females","90","All population","2002","2002",51143166,,
"MEX","Mexico","900000","All ages","2","Females","90","All population","2003","2003",51765793,,
"MEX","Mexico","900000","All ages","2","Females","90","All population","2004","2004",52368927,,
"MEX","Mexico","900000","All ages","2","Females","90","All population","2005","2005",52187289,,
"MEX","Mexico","900000","All ages","2","Females","90","All population","2006","2006",52708439,,
"MEX","Mexico","900000","All ages","2","Females","90","All population","2007","2007",53219640,,
"MEX","Mexico","900000","All ages","2","Females","90","All population","2008","2008",53723982,,
"MEX","Mexico","900000","All ages","2","Females","90","All population","2009","2009",54216256,,
"MEX","Mexico","900000","All ages","2","Females","90","All population","2010","2010",54696909,,
"MEX","Mexico","900000","All ages","2","Females","90","All population","2011","2011",55166362,,
"MEX","Mexico","900000","All ages","2","Females","90","All population","2012","2012",59163070.14,,
"NLD","Netherlands","900000","All ages","1","Males","90","All population","2002","2002",7971967,,
"NLD","Netherlands","900000","All ages","1","Males","90","All population","2003","2003",8015471,,
"NLD","Netherlands","900000","All ages","1","Males","90","All population","2004","2004",8045914,,
"NLD","Netherlands","900000","All ages","1","Males","90","All population","2005","2005",8065979,,
"NLD","Netherlands","900000","All ages","1","Males","90","All population","2006","2006",8077407,,
"NLD","Netherlands","900000","All ages","1","Males","90","All population","2007","2007",8088514,,
"NLD","Netherlands","900000","All ages","1","Males","90","All population","2008","2008",8112073,,
"NLD","Netherlands","900000","All ages","1","Males","90","All population","2009","2009",8156396,,
"NLD","Netherlands","900000","All ages","1","Males","90","All population","2010","2010",8203476,,
"NLD","Netherlands","900000","All ages","1","Males","90","All population","2011","2011",8243482,,
"NLD","Netherlands","900000","All ages","1","Males","90","All population","2012","2012",8282871,,
"NLD","Netherlands","900000","All ages","2","Females","90","All population","2002","2002",8133318,,
"NLD","Netherlands","900000","All ages","2","Females","90","All population","2003","2003",8177101,,
"NLD","Netherlands","900000","All ages","2","Females","90","All population","2004","2004",8212118,,
"NLD","Netherlands","900000","All ages","2","Females","90","All population","2005","2005",8239547,,
"NLD","Netherlands","900000","All ages","2","Females","90","All population","2006","2006",8256803,,
"NLD","Netherlands","900000","All ages","2","Females","90","All population","2007","2007",8269478,,
"NLD","Netherlands","900000","All ages","2","Females","90","All population","2008","2008",8293326,,
"NLD","Netherlands","900000","All ages","2","Females","90","All population","2009","2009",8329391,,
"NLD","Netherlands","900000","All ages","2","Females","90","All population","2010","2010",8371513,,
"NLD","Netherlands","900000","All ages","2","Females","90","All population","2011","2011",8412317,,
"NLD","Netherlands","900000","All ages","2","Females","90","All population","2012","2012",8447477,,
"NZL","New Zealand","900000","All ages","1","Males","90","All population","2002","2002",1934010,,
"NZL","New Zealand","900000","All ages","1","Males","90","All population","2003","2003",1971300,,
"NZL","New Zealand","900000","All ages","1","Males","90","All population","2004","2004",1998300,,
"NZL","New Zealand","900000","All ages","1","Males","90","All population","2005","2005",2017900,,
"NZL","New Zealand","900000","All ages","1","Males","90","All population","2006","2006",2037540,,
"NZL","New Zealand","900000","All ages","1","Males","90","All population","2007","2007",2070700,,
"NZL","New Zealand","900000","All ages","1","Males","90","All population","2008","2008",2092180,,
"NZL","New Zealand","900000","All ages","1","Males","90","All population","2009","2009",2117570,,
"NZL","New Zealand","900000","All ages","1","Males","90","All population","2010","2010",2144670,,
"NZL","New Zealand","900000","All ages","1","Males","90","All population","2011","2011",2164590,,
"NZL","New Zealand","900000","All ages","1","Males","90","All population","2012","2012",2180100,,
"NZL","New Zealand","900000","All ages","2","Females","90","All population","2002","2002",2005120,,
"NZL","New Zealand","900000","All ages","2","Females","90","All population","2003","2003",2037900,,
"NZL","New Zealand","900000","All ages","2","Females","90","All population","2004","2004",2064200,,
"NZL","New Zealand","900000","All ages","2","Females","90","All population","2005","2005",2082670,,
"NZL","New Zealand","900000","All ages","2","Females","90","All population","2006","2006",2101930,,
"NZL","New Zealand","900000","All ages","2","Females","90","All population","2007","2007",2157580,,
"NZL","New Zealand","900000","All ages","2","Females","90","All population","2008","2008",2176700,,
"NZL","New Zealand","900000","All ages","2","Females","90","All population","2009","2009",2198270,,
"NZL","New Zealand","900000","All ages","2","Females","90","All population","2010","2010",2223070,,
"NZL","New Zealand","900000","All ages","2","Females","90","All population","2011","2011",2240560,,
"NZL","New Zealand","900000","All ages","2","Females","90","All population","2012","2012",2253000,,
"NOR","Norway","900000","All ages","1","Males","90","All population","2002","2002",2241934,,
"NOR","Norway","900000","All ages","1","Males","90","All population","2003","2003",2256107,,
"NOR","Norway","900000","All ages","1","Males","90","All population","2004","2004",2269049,,
"NOR","Norway","900000","All ages","1","Males","90","All population","2005","2005",2284070,,
"NOR","Norway","900000","All ages","1","Males","90","All population","2006","2006",2301981,,
"NOR","Norway","900000","All ages","1","Males","90","All population","2007","2007",2325788,,
"NOR","Norway","900000","All ages","1","Males","90","All population","2008","2008",2359690,,
"NOR","Norway","900000","All ages","1","Males","90","All population","2009","2009",2395053,,
"NOR","Norway","900000","All ages","1","Males","90","All population","2010","2010",2426752,,
"NOR","Norway","900000","All ages","1","Males","90","All population","2011","2011",2460849,,
"NOR","Norway","900000","All ages","1","Males","90","All population","2012","2012",2498871,,
"NOR","Norway","900000","All ages","2","Females","90","All population","2002","2002",2282132,,
"NOR","Norway","900000","All ages","2","Females","90","All population","2003","2003",2296145,,
"NOR","Norway","900000","All ages","2","Females","90","All population","2004","2004",2308408,,
"NOR","Norway","900000","All ages","2","Females","90","All population","2005","2005",2322293,,
"NOR","Norway","900000","All ages","2","Females","90","All population","2006","2006",2338238,,
"NOR","Norway","900000","All ages","2","Females","90","All population","2007","2007",2355346,,
"NOR","Norway","900000","All ages","2","Females","90","All population","2008","2008",2377481,,
"NOR","Norway","900000","All ages","2","Females","90","All population","2009","2009",2404199,,
"NOR","Norway","900000","All ages","2","Females","90","All population","2010","2010",2431447,,
"NOR","Norway","900000","All ages","2","Females","90","All population","2011","2011",2459456,,
"NOR","Norway","900000","All ages","2","Females","90","All population","2012","2012",2486999,,
"POL","Poland","900000","All ages","1","Males","90","All population","2002","2002",18760788,,
"POL","Poland","900000","All ages","1","Males","90","All population","2003","2003",18506749,,
"POL","Poland","900000","All ages","1","Males","90","All population","2004","2004",18486430,,
"POL","Poland","900000","All ages","1","Males","90","All population","2005","2005",18470253,,
"POL","Poland","900000","All ages","1","Males","90","All population","2006","2006",18453855,,
"POL","Poland","900000","All ages","1","Males","90","All population","2007","2007",18426775,,
"POL","Poland","900000","All ages","1","Males","90","All population","2008","2008",18411501,,
"POL","Poland","900000","All ages","1","Males","90","All population","2009","2009",18414926,,
"POL","Poland","900000","All ages","1","Males","90","All population","2010","2010",18428742,,
"POL","Poland","900000","All ages","1","Males","90","All population","2011","2011",18444373,,
"POL","Poland","900000","All ages","1","Males","90","All population","2012","2012",18654577,,
"POL","Poland","900000","All ages","2","Females","90","All population","2002","2002",19871665,,
"POL","Poland","900000","All ages","2","Females","90","All population","2003","2003",19711782,,
"POL","Poland","900000","All ages","2","Females","90","All population","2004","2004",19704178,,
"POL","Poland","900000","All ages","2","Females","90","All population","2005","2005",19703582,,
"POL","Poland","900000","All ages","2","Females","90","All population","2006","2006",19703200,,
"POL","Poland","900000","All ages","2","Females","90","All population","2007","2007",19698704,,
"POL","Poland","900000","All ages","2","Females","90","All population","2008","2008",19704140,,
"POL","Poland","900000","All ages","2","Females","90","All population","2009","2009",19720950,,
"POL","Poland","900000","All ages","2","Females","90","All population","2010","2010",19738587,,
"POL","Poland","900000","All ages","2","Females","90","All population","2011","2011",19755664,,
"POL","Poland","900000","All ages","2","Females","90","All population","2012","2012",19883870,,
"PRT","Portugal","900000","All ages","1","Males","90","All population","2002","2002",4991590,,
"PRT","Portugal","900000","All ages","1","Males","90","All population","2003","2003",5030247,,
"PRT","Portugal","900000","All ages","1","Males","90","All population","2004","2004",5066308,,
"PRT","Portugal","900000","All ages","1","Males","90","All population","2005","2005",5094339,,
"PRT","Portugal","900000","All ages","1","Males","90","All population","2006","2006",5115742,,
"PRT","Portugal","900000","All ages","1","Males","90","All population","2007","2007",5129937,,
"PRT","Portugal","900000","All ages","1","Males","90","All population","2008","2008",5138807,,
"PRT","Portugal","900000","All ages","1","Males","90","All population","2009","2009",5142566,,
"PRT","Portugal","900000","All ages","1","Males","90","All population","2010","2010",5148203,,
"PRT","Portugal","900000","All ages","1","Males","90","All population","2011","2011",5146643,,
"PRT","Portugal","900000","All ages","1","Males","90","All population","2012","2012",5030437,,
"PRT","Portugal","900000","All ages","2","Females","90","All population","2002","2002",5343969,,
"PRT","Portugal","900000","All ages","2","Females","90","All population","2003","2003",5377218,,
"PRT","Portugal","900000","All ages","2","Females","90","All population","2004","2004",5408377,,
"PRT","Portugal","900000","All ages","2","Females","90","All population","2005","2005",5434916,,
"PRT","Portugal","900000","All ages","2","Females","90","All population","2006","2006",5453850,,
"PRT","Portugal","900000","All ages","2","Females","90","All population","2007","2007",5469158,,
"PRT","Portugal","900000","All ages","2","Females","90","All population","2008","2008",5478768,,
"PRT","Portugal","900000","All ages","2","Females","90","All population","2009","2009",5484684,,
"PRT","Portugal","900000","All ages","2","Females","90","All population","2010","2010",5489510,,
"PRT","Portugal","900000","All ages","2","Females","90","All population","2011","2011",5490336,,
"PRT","Portugal","900000","All ages","2","Females","90","All population","2012","2012",5511961,,
"SVK","Slovak Republic","900000","All ages","1","Males","90","All population","2002","2002",2611921,,
"SVK","Slovak Republic","900000","All ages","1","Males","90","All population","2003","2003",2611306,,
"SVK","Slovak Republic","900000","All ages","1","Males","90","All population","2004","2004",2611124,,
"SVK","Slovak Republic","900000","All ages","1","Males","90","All population","2005","2005",2613490,,
"SVK","Slovak Republic","900000","All ages","1","Males","90","All population","2006","2006",2615872,,
"SVK","Slovak Republic","900000","All ages","1","Males","90","All population","2007","2007",2618284,,
"SVK","Slovak Republic","900000","All ages","1","Males","90","All population","2008","2008",2623127,,
"SVK","Slovak Republic","900000","All ages","1","Males","90","All population","2009","2009",2629804,,
"SVK","Slovak Republic","900000","All ages","1","Males","90","All population","2010","2010",2636938,,
"SVK","Slovak Republic","900000","All ages","1","Males","90","All population","2011","2011",2642240,,
"SVK","Slovak Republic","900000","All ages","1","Males","90","All population","2012","2012",2631752,,
"SVK","Slovak Republic","900000","All ages","2","Females","90","All population","2002","2002",2767030,,
"SVK","Slovak Republic","900000","All ages","2","Females","90","All population","2003","2003",2767855,,
"SVK","Slovak Republic","900000","All ages","2","Females","90","All population","2004","2004",2768929,,
"SVK","Slovak Republic","900000","All ages","2","Females","90","All population","2005","2005",2771332,,
"SVK","Slovak Republic","900000","All ages","2","Females","90","All population","2006","2006",2773308,,
"SVK","Slovak Republic","900000","All ages","2","Females","90","All population","2007","2007",2775353,,
"SVK","Slovak Republic","900000","All ages","2","Females","90","All population","2008","2008",2777871,,
"SVK","Slovak Republic","900000","All ages","2","Females","90","All population","2009","2009",2782450,,
"SVK","Slovak Republic","900000","All ages","2","Females","90","All population","2010","2010",2787987,,
"SVK","Slovak Republic","900000","All ages","2","Females","90","All population","2011","2011",2793033,,
"SVK","Slovak Republic","900000","All ages","2","Females","90","All population","2012","2012",2772570,,
"ESP","Spain","900000","All ages","1","Males","90","All population","2002","2002",19779378,,
"ESP","Spain","900000","All ages","1","Males","90","All population","2003","2003",20387085,,
"ESP","Spain","900000","All ages","1","Males","90","All population","2004","2004",20801989,,
"ESP","Spain","900000","All ages","1","Males","90","All population","2005","2005",21173289,,
"ESP","Spain","900000","All ages","1","Males","90","All population","2006","2006",21561262,,
"ESP","Spain","900000","All ages","1","Males","90","All population","2007","2007",21942724,,
"ESP","Spain","900000","All ages","1","Males","90","All population","2008","2008",22356882,,
"ESP","Spain","900000","All ages","1","Males","90","All population","2009","2009",22628444,,
"ESP","Spain","900000","All ages","1","Males","90","All population","2010","2010",22672420,,
"ESP","Spain","900000","All ages","1","Males","90","All population","2011","2011",22724864,,
"ESP","Spain","900000","All ages","1","Males","90","All population","2012","2012",23099012,,
"ESP","Spain","900000","All ages","2","Females","90","All population","2002","2002",20629952,,
"ESP","Spain","900000","All ages","2","Females","90","All population","2003","2003",21163499,,
"ESP","Spain","900000","All ages","2","Females","90","All population","2004","2004",21543353,,
"ESP","Spain","900000","All ages","2","Females","90","All population","2005","2005",21864746,,
"ESP","Spain","900000","All ages","2","Females","90","All population","2006","2006",22196988,,
"ESP","Spain","900000","All ages","2","Females","90","All population","2007","2007",22531907,,
"ESP","Spain","900000","All ages","2","Females","90","All population","2008","2008",22926377,,
"ESP","Spain","900000","All ages","2","Females","90","All population","2009","2009",23199728,,
"ESP","Spain","900000","All ages","2","Females","90","All population","2010","2010",23316596,,
"ESP","Spain","900000","All ages","2","Females","90","All population","2011","2011",23428062,,
"ESP","Spain","900000","All ages","2","Females","90","All population","2012","2012",23719209,,
"SWE","Sweden","900000","All ages","1","Males","90","All population","2002","2002",4408445,,
"SWE","Sweden","900000","All ages","1","Males","90","All population","2003","2003",4427107,,
"SWE","Sweden","900000","All ages","1","Males","90","All population","2004","2004",4446656,,
"SWE","Sweden","900000","All ages","1","Males","90","All population","2005","2005",4466311,,
"SWE","Sweden","900000","All ages","1","Males","90","All population","2006","2006",4486550,,
"SWE","Sweden","900000","All ages","1","Males","90","All population","2007","2007",4523523,,
"SWE","Sweden","900000","All ages","1","Males","90","All population","2008","2008",4563921,,
"SWE","Sweden","900000","All ages","1","Males","90","All population","2009","2009",4603710,,
"SWE","Sweden","900000","All ages","1","Males","90","All population","2010","2010",4649014,,
"SWE","Sweden","900000","All ages","1","Males","90","All population","2011","2011",4690244,,
"SWE","Sweden","900000","All ages","1","Males","90","All population","2012","2012",4726834,,
"SWE","Sweden","900000","All ages","2","Females","90","All population","2002","2002",4500683,,
"SWE","Sweden","900000","All ages","2","Females","90","All population","2003","2003",4513681,,
"SWE","Sweden","900000","All ages","2","Females","90","All population","2004","2004",4529014,,
"SWE","Sweden","900000","All ages","2","Females","90","All population","2005","2005",4545081,,
"SWE","Sweden","900000","All ages","2","Females","90","All population","2006","2006",4561202,,
"SWE","Sweden","900000","All ages","2","Females","90","All population","2007","2007",4589734,,
"SWE","Sweden","900000","All ages","2","Females","90","All population","2008","2008",4619006,,
"SWE","Sweden","900000","All ages","2","Females","90","All population","2009","2009",4652637,,
"SWE","Sweden","900000","All ages","2","Females","90","All population","2010","2010",4691668,,
"SWE","Sweden","900000","All ages","2","Females","90","All population","2011","2011",4725326,,
"SWE","Sweden","900000","All ages","2","Females","90","All population","2012","2012",4756021,,
"CHE","Switzerland","900000","All ages","1","Males","90","All population","2002","2002",3549089,,
"CHE","Switzerland","900000","All ages","1","Males","90","All population","2003","2003",3575029,,
"CHE","Switzerland","900000","All ages","1","Males","90","All population","2004","2004",3601539,,
"CHE","Switzerland","900000","All ages","1","Males","90","All population","2005","2005",3628696,,
"CHE","Switzerland","900000","All ages","1","Males","90","All population","2006","2006",3652502,,
"CHE","Switzerland","900000","All ages","1","Males","90","All population","2007","2007",3679359,,
"CHE","Switzerland","900000","All ages","1","Males","90","All population","2008","2008",3727014,,
"CHE","Switzerland","900000","All ages","1","Males","90","All population","2009","2009",3786675,,
"CHE","Switzerland","900000","All ages","1","Males","90","All population","2010","2010",3830566,,
"CHE","Switzerland","900000","All ages","1","Males","90","All population","2011","2011",3877426,,
"CHE","Switzerland","900000","All ages","1","Males","90","All population","2012","2012",3922253,,
"CHE","Switzerland","900000","All ages","2","Females","90","All population","2002","2002",3712121,,
"CHE","Switzerland","900000","All ages","2","Females","90","All population","2003","2003",3738824,,
"CHE","Switzerland","900000","All ages","2","Females","90","All population","2004","2004",3762609,,
"CHE","Switzerland","900000","All ages","2","Females","90","All population","2005","2005",3786406,,
"CHE","Switzerland","900000","All ages","2","Females","90","All population","2006","2006",3806626,,
"CHE","Switzerland","900000","All ages","2","Females","90","All population","2007","2007",3829380,,
"CHE","Switzerland","900000","All ages","2","Females","90","All population","2008","2008",3866480,,
"CHE","Switzerland","900000","All ages","2","Females","90","All population","2009","2009",3915181,,
"CHE","Switzerland","900000","All ages","2","Females","90","All population","2010","2010",3955240,,
"CHE","Switzerland","900000","All ages","2","Females","90","All population","2011","2011",3992708,,
"CHE","Switzerland","900000","All ages","2","Females","90","All population","2012","2012",4032409,,
"TUR","Türkiye","900000","All ages","1","Males","90","All population","2003","2003",35418484,,
"TUR","Türkiye","900000","All ages","1","Males","90","All population","2004","2004",35666000,,
"TUR","Türkiye","900000","All ages","1","Males","90","All population","2005","2005",36123000,,
"TUR","Türkiye","900000","All ages","1","Males","90","All population","2006","2006",36574211,,
"TUR","Türkiye","900000","All ages","1","Males","90","All population","2007","2007",36574211,,
"TUR","Türkiye","900000","All ages","1","Males","90","All population","2008","2008",35376533,,
"TUR","Türkiye","900000","All ages","1","Males","90","All population","2009","2009",35901154,,
"TUR","Türkiye","900000","All ages","1","Males","90","All population","2010","2010",36462470,,
"TUR","Türkiye","900000","All ages","1","Males","90","All population","2011","2011",37043182,,
"TUR","Türkiye","900000","All ages","1","Males","90","All population","2012","2012",37532954,,
"TUR","Türkiye","900000","All ages","2","Females","90","All population","2003","2003",34753495,,
"TUR","Türkiye","900000","All ages","2","Females","90","All population","2004","2004",35023500,,
"TUR","Türkiye","900000","All ages","2","Females","90","All population","2005","2005",35484500,,
"TUR","Türkiye","900000","All ages","2","Females","90","All population","2006","2006",35945763,,
"TUR","Türkiye","900000","All ages","2","Females","90","All population","2007","2007",35945763,,
"TUR","Türkiye","900000","All ages","2","Females","90","All population","2008","2008",35209723,,
"TUR","Türkiye","900000","All ages","2","Females","90","All population","2009","2009",35615946,,
"TUR","Türkiye","900000","All ages","2","Females","90","All population","2010","2010",36098842,,
"TUR","Türkiye","900000","All ages","2","Females","90","All population","2011","2011",36679806,,
"TUR","Türkiye","900000","All ages","2","Females","90","All population","2012","2012",37191315,,
"GBR","United Kingdom","900000","All ages","1","Males","90","All population","2002","2002",28953126.36,,
"GBR","United Kingdom","900000","All ages","1","Males","90","All population","2003","2003",28930648,,
"GBR","United Kingdom","900000","All ages","1","Males","90","All population","2004","2004",29193035,,
"GBR","United Kingdom","900000","All ages","1","Males","90","All population","2005","2005",29394997,,
"GBR","United Kingdom","900000","All ages","1","Males","90","All population","2006","2006",29595506,,
"GBR","United Kingdom","900000","All ages","1","Males","90","All population","2007","2007",29805033,,
"GBR","United Kingdom","900000","All ages","1","Males","90","All population","2008","2008",30033723,,
"GBR","United Kingdom","900000","All ages","1","Males","90","All population","2009","2009",30263920,,
"GBR","United Kingdom","900000","All ages","1","Males","90","All population","2010","2010",30508636,,
"GBR","United Kingdom","900000","All ages","1","Males","90","All population","2011","2011",30772582,,
"GBR","United Kingdom","900000","All ages","1","Males","90","All population","2012","2012",31140669,,
"GBR","United Kingdom","900000","All ages","2","Females","90","All population","2002","2002",29753778.809,,
"GBR","United Kingdom","900000","All ages","2","Females","90","All population","2003","2003",30331409,,
"GBR","United Kingdom","900000","All ages","2","Females","90","All population","2004","2004",30506793,,
"GBR","United Kingdom","900000","All ages","2","Females","90","All population","2005","2005",30664861,,
"GBR","United Kingdom","900000","All ages","2","Females","90","All population","2006","2006",30817364,,
"GBR","United Kingdom","900000","All ages","2","Females","90","All population","2007","2007",30976313,,
"GBR","United Kingdom","900000","All ages","2","Females","90","All population","2008","2008",31145537,,
"GBR","United Kingdom","900000","All ages","2","Females","90","All population","2009","2009",31331174,,
"GBR","United Kingdom","900000","All ages","2","Females","90","All population","2010","2010",31518326,,
"GBR","United Kingdom","900000","All ages","2","Females","90","All population","2011","2011",31726030,,
"GBR","United Kingdom","900000","All ages","2","Females","90","All population","2012","2012",32115485,,
"USA","United States","900000","All ages","1","Males","90","All population","2002","2002",135301432,,
"USA","United States","900000","All ages","1","Males","90","All population","2003","2003",141957038,,
"USA","United States","900000","All ages","1","Males","90","All population","2004","2004",143037260,,
"USA","United States","900000","All ages","1","Males","90","All population","2005","2005",144947584,,
"USA","United States","900000","All ages","1","Males","90","All population","2006","2006",146394361,,
"USA","United States","900000","All ages","1","Males","90","All population","2007","2007",147922764,,
"USA","United States","900000","All ages","1","Males","90","All population","2008","2008",150336755,,
"USA","United States","900000","All ages","1","Males","90","All population","2009","2009",150464902,,
"USA","United States","900000","All ages","1","Males","90","All population","2010","2010",151840906,,
"USA","United States","900000","All ages","1","Males","90","All population","2011","2011",152449134,,
"USA","United States","900000","All ages","1","Males","90","All population","2012","2012",153596908,,
"USA","United States","900000","All ages","2","Females","90","All population","2002","2002",141943484,,
"USA","United States","900000","All ages","2","Females","90","All population","2003","2003",146817188,,
"USA","United States","900000","All ages","2","Females","90","All population","2004","2004",147773459,,
"USA","United States","900000","All ages","2","Females","90","All population","2005","2005",149495099,,
"USA","United States","900000","All ages","2","Females","90","All population","2006","2006",150913782,,
"USA","United States","900000","All ages","2","Females","90","All population","2007","2007",152261670,,
"USA","United States","900000","All ages","2","Females","90","All population","2008","2008",154509976,,
"USA","United States","900000","All ages","2","Females","90","All population","2009","2009",154662649,,
"USA","United States","900000","All ages","2","Females","90","All population","2010","2010",155915671,,
"USA","United States","900000","All ages","2","Females","90","All population","2011","2011",157539944,,
"USA","United States","900000","All ages","2","Females","90","All population","2012","2012",158635141,,
